segment	start	strand	num_CoV_aligned	specificity
NM_001101.3	1702	+	0	1
NM_001101.3	1703	+	0	1
NM_001101.3	1704	+	0	1
NM_001101.3	1705	+	0	1
NM_001101.3	1706	+	0	1
NM_001101.3	1707	+	0	1
NM_001101.3	1708	+	0	1
NM_001101.3	1709	+	0	1
NM_001101.3	1710	+	0	1
NM_001101.3	1711	+	0	1
NM_001101.3	1712	+	0	1
NM_001101.3	1713	+	0	1
NM_001101.3	1714	+	0	1
NM_001101.3	1715	+	0	1
NM_001101.3	1716	+	0	1
NM_001101.3	1717	+	0	1
NM_001101.3	1718	+	0	1
NM_001101.3	1719	+	0	1
NM_001101.3	1720	+	0	1
NM_001101.3	1721	+	0	1
NM_001101.3	1722	+	0	1
NM_001101.3	1723	+	0	1
NM_001101.3	1724	+	0	1
NM_001101.3	1725	+	0	1
NM_001101.3	1726	+	0	1
NM_001101.3	1727	+	0	1
NM_001101.3	1728	+	0	1
NM_001101.3	1729	+	0	1
NM_001101.3	1730	+	0	1
NM_001101.3	1731	+	0	1
NM_001101.3	1732	+	0	1
NM_001101.3	1733	+	0	1
NM_001101.3	1734	+	0	1
NM_001101.3	1735	+	0	1
NM_001101.3	1736	+	0	1
NM_001101.3	1737	+	0	1
NM_001101.3	1738	+	0	1
NM_001101.3	1739	+	0	1
NM_001101.3	1740	+	0	1
NM_001101.3	1741	+	0	1
NM_001101.3	1742	+	0	1
NM_001101.3	1743	+	0	1
NM_001101.3	1744	+	0	1
NM_001101.3	1745	+	0	1
NM_001101.3	1746	+	0	1
NM_001101.3	1747	+	0	1
NM_001101.3	1748	+	0	1
NM_001101.3	1749	+	0	1
NM_001101.3	1750	+	0	1
NM_001101.3	1751	+	0	1
NM_001101.3	1752	+	0	1
NM_001101.3	1753	+	0	1
NM_001101.3	1754	+	0	1
NM_001101.3	1755	+	0	1
NM_001101.3	1756	+	0	1
NM_001101.3	1757	+	0	1
NM_001101.3	1758	+	0	1
NM_001101.3	1759	+	0	1
NM_001101.3	1760	+	0	1
NM_001101.3	1761	+	0	1
NM_001101.3	1762	+	0	1
NM_001101.3	1763	+	0	1
NM_001101.3	1764	+	0	1
NM_001101.3	1765	+	0	1
NM_001101.3	1766	+	0	1
NM_001101.3	1767	+	0	1
NM_001101.3	1768	+	0	1
NM_001101.3	1769	+	0	1
NM_001101.3	1770	+	0	1
NM_001101.3	1771	+	0	1
NM_001101.3	1772	+	0	1
NM_001101.3	1773	+	0	1
NM_001101.3	1774	+	0	1
NM_001101.3	1775	+	0	1
NM_001101.3	1776	+	0	1
NM_001101.3	1777	+	0	1
NM_001101.3	1778	+	0	1
NM_001101.3	1779	+	0	1
NM_001101.3	1780	+	0	1
NM_001101.3	1781	+	0	1
NM_001101.3	1782	+	0	1
NM_001101.3	1783	+	0	1
NM_001101.3	1784	+	0	1
NM_001101.3	1785	+	0	1
NM_001101.3	1786	+	0	1
NM_001101.3	1787	+	0	1
NM_001101.3	1788	+	0	1
NM_001101.3	1789	+	0	1
