start	strand	target_basepairing_propensity
13313	+	0.449
13314	+	0.459
13315	+	0.47
13316	+	0.4585
13317	+	0.4695
13318	+	0.481
13319	+	0.49
13320	+	0.474
13321	+	0.4875
13322	+	0.503
13323	+	0.5135
13324	+	0.546
13325	+	0.5565
13326	+	0.544
13327	+	0.537
13328	+	0.5465
13329	+	0.585
13330	+	0.6125
13331	+	0.631
13332	+	0.6665
13333	+	0.678
13334	+	0.6855
13335	+	0.6715
13336	+	0.679
13337	+	0.6695
13338	+	0.66
13339	+	0.658
13340	+	0.649
13341	+	0.613
13342	+	0.584
13343	+	0.556
13344	+	0.5285
13345	+	0.4905
13346	+	0.477
13347	+	0.477
13348	+	0.482
13349	+	0.4665
13350	+	0.4645
13351	+	0.457
13352	+	0.426
13353	+	0.4115
13354	+	0.3865
13355	+	0.392
13356	+	0.397
13357	+	0.412
13358	+	0.423
13359	+	0.4325
13360	+	0.464
13361	+	0.475
13362	+	0.476
13363	+	0.487
13364	+	0.4995
13365	+	0.5385
13366	+	0.5745
13367	+	0.591
13368	+	0.596
13369	+	0.585
13370	+	0.584
13371	+	0.589
13372	+	0.6065
13373	+	0.6195
13374	+	0.642
13375	+	0.6495
13376	+	0.62
13377	+	0.5815
13378	+	0.5905
13379	+	0.601
13380	+	0.6115
13381	+	0.635
13382	+	0.6565
13383	+	0.669
13384	+	0.693
13385	+	0.7015
13386	+	0.7125
13387	+	0.6885
13388	+	0.6725
13389	+	0.663
13390	+	0.648
13391	+	0.6545
13392	+	0.6675
13393	+	0.672
13394	+	0.675
13395	+	0.6695
13396	+	0.7015
13397	+	0.728
13398	+	0.711
13399	+	0.7025
13400	+	0.6665
13401	+	0.6525
13402	+	0.6395
13403	+	0.6325
13404	+	0.6225
13405	+	0.6145
13406	+	0.6145
13407	+	0.65
13408	+	0.68
13409	+	0.705
13410	+	0.7275
13411	+	0.728
13412	+	0.721
13413	+	0.7095
13414	+	0.6775
13415	+	0.689
13416	+	0.7005
13417	+	0.7165
13418	+	0.69
13419	+	0.6965
13420	+	0.731
13421	+	0.751
13422	+	0.7735
13423	+	0.749
13424	+	0.713
13425	+	0.6765
13426	+	0.6345
13427	+	0.635
13428	+	0.638
13429	+	0.647
13430	+	0.6445
13431	+	0.602
13432	+	0.6095
13433	+	0.621
13434	+	0.6595
13435	+	0.615
13436	+	0.5715
13437	+	0.528
13438	+	0.546
13439	+	0.5235
13440	+	0.5285
13441	+	0.5335
13442	+	0.532
13443	+	0.5285
13444	+	0.5285
13445	+	0.5265
13446	+	0.522
13447	+	0.5175
13448	+	0.517
13449	+	0.5155
13450	+	0.5235
13451	+	0.5705
13452	+	0.55
13453	+	0.5325
13454	+	0.515
13455	+	0.5535
13456	+	0.602
13457	+	0.65
13458	+	0.681
13459	+	0.709
13460	+	0.6935
13461	+	0.693
13462	+	0.6965
13463	+	0.735
13464	+	0.771
13465	+	0.807
13466	+	0.8195
13467	+	0.821
13468	+	0.8195
13469	+	0.785
13470	+	0.754
13471	+	0.724
13472	+	0.7065
13473	+	0.686
13474	+	0.7
13475	+	0.701
13476	+	0.6865
13477	+	0.6705
13478	+	0.6525
13479	+	0.6365
13480	+	0.636
13481	+	0.6205
13482	+	0.612
13483	+	0.6165
13484	+	0.6255
13485	+	0.6295
13486	+	0.6625
13487	+	0.6645
13488	+	0.655
13489	+	0.687
13490	+	0.7115
13491	+	0.736
13492	+	0.7665
13493	+	0.7935
13494	+	0.7895
13495	+	0.762
13496	+	0.74
13497	+	0.7185
13498	+	0.697
13499	+	0.6715
13500	+	0.646
13501	+	0.6255
13502	+	0.598
13503	+	0.565
13504	+	0.5585
13505	+	0.557
13506	+	0.558
13507	+	0.523
13508	+	0.533
13509	+	0.539
13510	+	0.5465
13511	+	0.553
13512	+	0.5595
13513	+	0.5585
13514	+	0.544
13515	+	0.554
13516	+	0.5455
13517	+	0.5535
13518	+	0.558
13519	+	0.577
13520	+	0.5885
13521	+	0.6015
13522	+	0.616
13523	+	0.6285
13524	+	0.6025
13525	+	0.582
13526	+	0.555
13527	+	0.56
13528	+	0.5305
13529	+	0.5015
13530	+	0.495
13531	+	0.4845
13532	+	0.478
13533	+	0.4525
13534	+	0.44
13535	+	0.4335
13536	+	0.435
13537	+	0.421
13538	+	0.4105
13539	+	0.4175
13540	+	0.4355
13541	+	0.448
13542	+	0.4445
13543	+	0.4435
13544	+	0.4585
13545	+	0.473
13546	+	0.495
13547	+	0.5065
13548	+	0.523
13549	+	0.531
13550	+	0.525
13551	+	0.5285
13552	+	0.523
13553	+	0.545
13554	+	0.5605
13555	+	0.5775
13556	+	0.605
13557	+	0.6145
13558	+	0.624
13559	+	0.604
13560	+	0.5775
13561	+	0.545
13562	+	0.527
13563	+	0.506
13564	+	0.4775
13565	+	0.4455
13566	+	0.406
13567	+	0.377
13568	+	0.344
13569	+	0.3435
13570	+	0.3345
13571	+	0.322
13572	+	0.318
13573	+	0.317
13574	+	0.31
13575	+	0.3165
13576	+	0.3205
13577	+	0.349
13578	+	0.379
13579	+	0.4125
13580	+	0.4495
13581	+	0.493
13582	+	0.536
13583	+	0.5825
13584	+	0.6275
13585	+	0.633
13586	+	0.6335
13587	+	0.6365
13588	+	0.6795
13589	+	0.695
13590	+	0.708
13591	+	0.679
13592	+	0.6465
13593	+	0.614
13594	+	0.5915
13595	+	0.5525
13596	+	0.5165
13597	+	0.4755
13598	+	0.472
13599	+	0.4675
13600	+	0.4625
13601	+	0.4185
13602	+	0.377
13603	+	0.3385
13604	+	0.2995
13605	+	0.3325
13606	+	0.362
13607	+	0.399
13608	+	0.399
13609	+	0.4005
13610	+	0.4
13611	+	0.4395
13612	+	0.478
13613	+	0.515
13614	+	0.541
13615	+	0.5455
13616	+	0.5635
13617	+	0.5815
13618	+	0.561
13619	+	0.545
13620	+	0.529
13621	+	0.525
13622	+	0.5485
13623	+	0.572
13624	+	0.5975
13625	+	0.594
13626	+	0.5975
13627	+	0.5685
13628	+	0.5365
13629	+	0.504
13630	+	0.4685
13631	+	0.434
13632	+	0.4355
13633	+	0.4385
13634	+	0.4575
13635	+	0.499
13636	+	0.519
13637	+	0.5455
13638	+	0.5715
13639	+	0.5565
13640	+	0.5805
13641	+	0.63
13642	+	0.6475
13643	+	0.6565
13644	+	0.6285
13645	+	0.5955
13646	+	0.5575
13647	+	0.545
13648	+	0.5325
13649	+	0.5225
13650	+	0.52
13651	+	0.5595
13652	+	0.564
13653	+	0.5685
13654	+	0.568
13655	+	0.5635
13656	+	0.5635
13657	+	0.556
13658	+	0.5485
13659	+	0.577
13660	+	0.5655
13661	+	0.553
13662	+	0.5085
13663	+	0.469
13664	+	0.465
13665	+	0.4665
13666	+	0.473
13667	+	0.481
13668	+	0.494
13669	+	0.5195
13670	+	0.5475
13671	+	0.5335
13672	+	0.5185
13673	+	0.5025
13674	+	0.479
13675	+	0.4765
13676	+	0.465
13677	+	0.453
13678	+	0.4575
13679	+	0.461
13680	+	0.448
13681	+	0.4335
13682	+	0.46
13683	+	0.468
13684	+	0.4775
13685	+	0.4935
13686	+	0.4955
13687	+	0.496
13688	+	0.516
13689	+	0.522
13690	+	0.5325
13691	+	0.5435
13692	+	0.5515
13693	+	0.5545
13694	+	0.58
13695	+	0.5865
13696	+	0.605
13697	+	0.5935
13698	+	0.5675
13699	+	0.5725
13700	+	0.595
13701	+	0.6065
13702	+	0.5775
13703	+	0.577
13704	+	0.5815
13705	+	0.5755
13706	+	0.604
13707	+	0.633
13708	+	0.6375
13709	+	0.641
13710	+	0.616
13711	+	0.592
13712	+	0.5715
13713	+	0.547
13714	+	0.539
13715	+	0.534
13716	+	0.529
13717	+	0.547
13718	+	0.537
13719	+	0.527
13720	+	0.517
13721	+	0.5155
13722	+	0.519
13723	+	0.5425
13724	+	0.5615
13725	+	0.578
13726	+	0.581
13727	+	0.5835
13728	+	0.5855
13729	+	0.579
13730	+	0.613
13731	+	0.6455
13732	+	0.653
13733	+	0.6715
13734	+	0.677
13735	+	0.662
13736	+	0.6215
13737	+	0.608
13738	+	0.6205
13739	+	0.6325
13740	+	0.6445
13741	+	0.662
13742	+	0.6925
13743	+	0.6945
13744	+	0.676
13745	+	0.693
13746	+	0.6935
13747	+	0.693
13748	+	0.6985
13749	+	0.676
13750	+	0.6725
13751	+	0.669
13752	+	0.687
13753	+	0.705
13754	+	0.7015
13755	+	0.677
13756	+	0.683
13757	+	0.6685
13758	+	0.6555
13759	+	0.6125
13760	+	0.5645
13761	+	0.5145
13762	+	0.5235
13763	+	0.531
13764	+	0.56
13765	+	0.5545
13766	+	0.5575
13767	+	0.5285
13768	+	0.5325
13769	+	0.569
13770	+	0.5675
13771	+	0.5635
13772	+	0.526
13773	+	0.5185
13774	+	0.5245
13775	+	0.5705
13776	+	0.606
13777	+	0.6405
13778	+	0.6405
13779	+	0.639
13780	+	0.657
13781	+	0.6755
13782	+	0.651
13783	+	0.6255
13784	+	0.6005
13785	+	0.5745
13786	+	0.5385
13787	+	0.5405
13788	+	0.5125
13789	+	0.493
13790	+	0.4665
13791	+	0.4425
13792	+	0.4605
13793	+	0.4495
13794	+	0.431
13795	+	0.4025
13796	+	0.376
13797	+	0.3515
13798	+	0.3835
13799	+	0.423
13800	+	0.4375
13801	+	0.4515
13802	+	0.4665
13803	+	0.4975
13804	+	0.5265
13805	+	0.5515
13806	+	0.555
13807	+	0.5865
13808	+	0.615
13809	+	0.6335
13810	+	0.659
13811	+	0.6845
13812	+	0.6625
13813	+	0.6435
13814	+	0.6215
13815	+	0.609
13816	+	0.6395
13817	+	0.67
13818	+	0.678
13819	+	0.6745
13820	+	0.6855
13821	+	0.662
13822	+	0.6405
13823	+	0.606
13824	+	0.6045
13825	+	0.608
13826	+	0.644
13827	+	0.6465
13828	+	0.6015
13829	+	0.5865
13830	+	0.5765
13831	+	0.5785
13832	+	0.6225
13833	+	0.6265
13834	+	0.628
13835	+	0.6335
13836	+	0.6245
13837	+	0.6165
13838	+	0.6075
13839	+	0.6
13840	+	0.5855
13841	+	0.6045
13842	+	0.6165
13843	+	0.6125
13844	+	0.5935
13845	+	0.5745
13846	+	0.5595
13847	+	0.524
13848	+	0.5305
13849	+	0.514
13850	+	0.4905
13851	+	0.4585
13852	+	0.4275
13853	+	0.451
13854	+	0.486
13855	+	0.5175
13856	+	0.503
13857	+	0.475
13858	+	0.4635
13859	+	0.469
13860	+	0.488
13861	+	0.5095
13862	+	0.5335
13863	+	0.562
13864	+	0.5725
13865	+	0.582
13866	+	0.5675
13867	+	0.579
13868	+	0.5905
13869	+	0.578
13870	+	0.58
13871	+	0.597
13872	+	0.6145
13873	+	0.6305
13874	+	0.614
13875	+	0.6085
13876	+	0.636
13877	+	0.661
13878	+	0.684
13879	+	0.677
13880	+	0.674
13881	+	0.6595
13882	+	0.6445
13883	+	0.624
13884	+	0.604
13885	+	0.5955
13886	+	0.6035
13887	+	0.619
13888	+	0.6345
13889	+	0.674
13890	+	0.6885
13891	+	0.6795
13892	+	0.6935
13893	+	0.6755
13894	+	0.6745
13895	+	0.662
13896	+	0.6265
13897	+	0.6055
13898	+	0.558
13899	+	0.5275
13900	+	0.481
13901	+	0.446
13902	+	0.4225
13903	+	0.4225
13904	+	0.4475
13905	+	0.45
13906	+	0.4655
13907	+	0.4745
13908	+	0.456
13909	+	0.438
13910	+	0.422
13911	+	0.402
13912	+	0.3685
13913	+	0.3545
13914	+	0.347
13915	+	0.338
13916	+	0.34
13917	+	0.3425
13918	+	0.343
13919	+	0.342
13920	+	0.3435
13921	+	0.345
13922	+	0.337
13923	+	0.3205
13924	+	0.277
13925	+	0.2455
13926	+	0.231
13927	+	0.2205
13928	+	0.2375
13929	+	0.2525
13930	+	0.2535
13931	+	0.2535
13932	+	0.252
13933	+	0.248
13934	+	0.2335
13935	+	0.2205
13936	+	0.2215
13937	+	0.224
13938	+	0.241
13939	+	0.2835
13940	+	0.326
13941	+	0.3735
13942	+	0.4155
13943	+	0.4455
13944	+	0.479
13945	+	0.5125
13946	+	0.535
13947	+	0.548
13948	+	0.5295
13949	+	0.5055
13950	+	0.4955
13951	+	0.527
13952	+	0.55
13953	+	0.5365
13954	+	0.5335
13955	+	0.5305
13956	+	0.5305
13957	+	0.5605
13958	+	0.59
13959	+	0.5635
13960	+	0.5195
13961	+	0.4775
13962	+	0.477
13963	+	0.4885
13964	+	0.493
13965	+	0.5075
13966	+	0.5065
13967	+	0.505
13968	+	0.5345
13969	+	0.5705
13970	+	0.6165
13971	+	0.6
13972	+	0.5815
13973	+	0.599
13974	+	0.6085
13975	+	0.616
13976	+	0.6025
13977	+	0.5575
13978	+	0.513
13979	+	0.5065
13980	+	0.5165
13981	+	0.512
13982	+	0.471
13983	+	0.428
13984	+	0.39
13985	+	0.3425
13986	+	0.3245
13987	+	0.3225
13988	+	0.3215
13989	+	0.32
13990	+	0.2895
13991	+	0.288
13992	+	0.288
13993	+	0.2855
13994	+	0.278
13995	+	0.2705
13996	+	0.2805
13997	+	0.322
13998	+	0.351
13999	+	0.374
14000	+	0.4095
14001	+	0.445
14002	+	0.4815
14003	+	0.522
14004	+	0.567
14005	+	0.6105
14006	+	0.622
14007	+	0.6175
14008	+	0.5755
14009	+	0.572
14010	+	0.5995
14011	+	0.59
14012	+	0.581
14013	+	0.569
14014	+	0.5715
14015	+	0.576
14016	+	0.6035
14017	+	0.6055
14018	+	0.6225
14019	+	0.639
14020	+	0.6435
14021	+	0.654
14022	+	0.655
14023	+	0.653
14024	+	0.6525
14025	+	0.6335
14026	+	0.6255
14027	+	0.619
14028	+	0.662
14029	+	0.668
14030	+	0.664
14031	+	0.7
14032	+	0.735
14033	+	0.7585
14034	+	0.785
14035	+	0.806
14036	+	0.79
14037	+	0.7615
14038	+	0.749
14039	+	0.7365
14040	+	0.7165
14041	+	0.696
14042	+	0.6885
14043	+	0.6865
14044	+	0.673
14045	+	0.68
14046	+	0.6535
14047	+	0.629
14048	+	0.5935
14049	+	0.5495
14050	+	0.5225
14051	+	0.49
14052	+	0.4615
14053	+	0.4775
14054	+	0.49
14055	+	0.505
14056	+	0.5245
14057	+	0.528
14058	+	0.526
14059	+	0.527
14060	+	0.543
14061	+	0.565
14062	+	0.567
14063	+	0.5445
14064	+	0.54
14065	+	0.5375
14066	+	0.5605
14067	+	0.578
14068	+	0.574
14069	+	0.615
14070	+	0.6435
14071	+	0.675
14072	+	0.7035
14073	+	0.7005
14074	+	0.6975
14075	+	0.658
14076	+	0.615
14077	+	0.6385
14078	+	0.652
14079	+	0.624
14080	+	0.5885
14081	+	0.5445
14082	+	0.556
14083	+	0.5855
14084	+	0.5635
14085	+	0.5385
14086	+	0.554
14087	+	0.571
14088	+	0.608
14089	+	0.6075
14090	+	0.606
14091	+	0.6045
14092	+	0.565
14093	+	0.527
14094	+	0.499
14095	+	0.5405
14096	+	0.582
14097	+	0.5785
14098	+	0.5635
14099	+	0.5615
14100	+	0.56
14101	+	0.5635
14102	+	0.527
14103	+	0.4945
14104	+	0.502
14105	+	0.51
14106	+	0.4735
14107	+	0.472
14108	+	0.4725
14109	+	0.472
14110	+	0.4775
14111	+	0.475
14112	+	0.5115
14113	+	0.548
14114	+	0.563
14115	+	0.537
14116	+	0.532
14117	+	0.525
14118	+	0.526
14119	+	0.5385
14120	+	0.554
14121	+	0.57
14122	+	0.5685
14123	+	0.5755
14124	+	0.586
14125	+	0.594
14126	+	0.5945
14127	+	0.5695
14128	+	0.54
14129	+	0.5105
14130	+	0.4785
14131	+	0.4515
14132	+	0.4235
14133	+	0.3955
14134	+	0.3775
14135	+	0.3655
14136	+	0.3595
14137	+	0.3535
14138	+	0.3475
14139	+	0.327
14140	+	0.3025
14141	+	0.3185
14142	+	0.353
14143	+	0.3815
14144	+	0.4055
14145	+	0.4315
14146	+	0.457
14147	+	0.487
14148	+	0.485
14149	+	0.4835
14150	+	0.4845
14151	+	0.4765
14152	+	0.4995
14153	+	0.521
14154	+	0.5575
14155	+	0.599
14156	+	0.613
14157	+	0.6165
14158	+	0.6235
14159	+	0.628
14160	+	0.6325
14161	+	0.638
14162	+	0.639
14163	+	0.6345
14164	+	0.593
14165	+	0.567
14166	+	0.564
14167	+	0.5615
14168	+	0.5905
14169	+	0.6175
14170	+	0.6405
14171	+	0.664
14172	+	0.668
14173	+	0.6735
14174	+	0.6405
14175	+	0.6145
14176	+	0.5985
14177	+	0.5855
14178	+	0.582
14179	+	0.615
14180	+	0.6455
14181	+	0.642
14182	+	0.6135
14183	+	0.62
14184	+	0.6635
14185	+	0.6915
14186	+	0.707
14187	+	0.6675
14188	+	0.64
14189	+	0.61
14190	+	0.574
14191	+	0.5595
14192	+	0.567
14193	+	0.5725
14194	+	0.603
14195	+	0.627
14196	+	0.6075
14197	+	0.627
14198	+	0.634
14199	+	0.628
14200	+	0.6035
14201	+	0.5845
14202	+	0.603
14203	+	0.589
14204	+	0.574
14205	+	0.5595
14206	+	0.5375
14207	+	0.57
14208	+	0.593
14209	+	0.62
14210	+	0.631
14211	+	0.6335
14212	+	0.6285
14213	+	0.625
14214	+	0.6155
14215	+	0.598
14216	+	0.6145
14217	+	0.576
14218	+	0.546
14219	+	0.524
14220	+	0.5235
14221	+	0.5095
14222	+	0.52
14223	+	0.534
14224	+	0.54
14225	+	0.555
14226	+	0.567
14227	+	0.5285
14228	+	0.522
14229	+	0.5155
14230	+	0.543
14231	+	0.5715
14232	+	0.574
14233	+	0.5775
14234	+	0.5855
14235	+	0.5995
14236	+	0.5965
14237	+	0.63
14238	+	0.6545
14239	+	0.6695
14240	+	0.689
14241	+	0.6945
14242	+	0.666
14243	+	0.6325
14244	+	0.607
14245	+	0.5715
14246	+	0.539
14247	+	0.574
14248	+	0.5855
14249	+	0.598
14250	+	0.6015
14251	+	0.5595
14252	+	0.56
14253	+	0.561
14254	+	0.5625
14255	+	0.5705
14256	+	0.593
14257	+	0.608
14258	+	0.5815
14259	+	0.5645
14260	+	0.542
14261	+	0.5325
14262	+	0.52
14263	+	0.5075
14264	+	0.4935
14265	+	0.5215
14266	+	0.558
14267	+	0.564
14268	+	0.57
14269	+	0.5755
14270	+	0.5805
14271	+	0.589
14272	+	0.555
14273	+	0.5605
14274	+	0.566
14275	+	0.5645
14276	+	0.5545
14277	+	0.524
14278	+	0.535
14279	+	0.545
14280	+	0.5555
14281	+	0.557
14282	+	0.5625
14283	+	0.568
14284	+	0.586
14285	+	0.57
14286	+	0.554
14287	+	0.537
14288	+	0.5085
14289	+	0.5015
14290	+	0.4875
14291	+	0.5155
14292	+	0.5235
14293	+	0.485
14294	+	0.4505
14295	+	0.4165
14296	+	0.4015
14297	+	0.405
14298	+	0.4075
14299	+	0.3995
14300	+	0.3915
14301	+	0.393
14302	+	0.385
14303	+	0.3945
14304	+	0.417
14305	+	0.432
14306	+	0.4205
14307	+	0.44
14308	+	0.463
14309	+	0.4635
14310	+	0.4705
14311	+	0.4715
14312	+	0.491
14313	+	0.4815
14314	+	0.504
14315	+	0.5295
14316	+	0.516
14317	+	0.502
14318	+	0.4865
14319	+	0.4825
14320	+	0.515
14321	+	0.545
14322	+	0.5495
14323	+	0.5795
14324	+	0.5865
14325	+	0.591
14326	+	0.62
14327	+	0.6205
14328	+	0.6165
14329	+	0.5905
14330	+	0.5885
14331	+	0.594
14332	+	0.585
14333	+	0.6285
14334	+	0.6355
14335	+	0.6425
14336	+	0.6615
14337	+	0.675
14338	+	0.6925
14339	+	0.7105
14340	+	0.6915
14341	+	0.6575
14342	+	0.678
14343	+	0.6555
14344	+	0.6525
14345	+	0.654
14346	+	0.649
14347	+	0.6425
14348	+	0.6455
14349	+	0.667
14350	+	0.6665
14351	+	0.666
14352	+	0.6565
14353	+	0.6295
14354	+	0.614
14355	+	0.601
14356	+	0.605
14357	+	0.6145
14358	+	0.5915
14359	+	0.5725
14360	+	0.554
14361	+	0.5685
14362	+	0.5735
14363	+	0.581
14364	+	0.5765
14365	+	0.57
14366	+	0.57
14367	+	0.57
14368	+	0.544
14369	+	0.513
14370	+	0.488
14371	+	0.48
14372	+	0.497
14373	+	0.5125
14374	+	0.5105
14375	+	0.489
14376	+	0.4985
14377	+	0.5105
14378	+	0.5555
14379	+	0.595
14380	+	0.6345
14381	+	0.6595
14382	+	0.6345
14383	+	0.639
14384	+	0.6335
14385	+	0.627
14386	+	0.598
14387	+	0.599
14388	+	0.6195
14389	+	0.622
14390	+	0.6175
14391	+	0.595
14392	+	0.5725
14393	+	0.5515
14394	+	0.5355
14395	+	0.569
14396	+	0.5625
14397	+	0.521
14398	+	0.4775
14399	+	0.446
14400	+	0.4455
14401	+	0.45
14402	+	0.493
14403	+	0.4625
14404	+	0.4695
14405	+	0.4775
14406	+	0.5185
14407	+	0.529
14408	+	0.5105
14409	+	0.5385
14410	+	0.5665
14411	+	0.5945
14412	+	0.621
14413	+	0.637
14414	+	0.6625
14415	+	0.6525
14416	+	0.646
14417	+	0.6615
14418	+	0.677
14419	+	0.6815
14420	+	0.6555
14421	+	0.6495
14422	+	0.648
14423	+	0.6735
14424	+	0.663
14425	+	0.645
14426	+	0.619
14427	+	0.5995
14428	+	0.5895
14429	+	0.595
14430	+	0.6015
14431	+	0.6075
14432	+	0.61
14433	+	0.623
14434	+	0.617
14435	+	0.5965
14436	+	0.6165
14437	+	0.647
14438	+	0.6775
14439	+	0.6755
14440	+	0.705
14441	+	0.704
14442	+	0.7035
14443	+	0.686
14444	+	0.6695
14445	+	0.6605
14446	+	0.6445
14447	+	0.6225
14448	+	0.622
14449	+	0.6145
14450	+	0.602
14451	+	0.5895
14452	+	0.564
14453	+	0.57
14454	+	0.587
14455	+	0.6205
14456	+	0.6205
14457	+	0.603
14458	+	0.5855
14459	+	0.6005
14460	+	0.5835
14461	+	0.5685
14462	+	0.5455
14463	+	0.5465
14464	+	0.5575
14465	+	0.588
14466	+	0.6205
14467	+	0.6515
14468	+	0.684
14469	+	0.681
14470	+	0.685
14471	+	0.6975
14472	+	0.727
14473	+	0.7225
14474	+	0.7215
14475	+	0.693
14476	+	0.6855
14477	+	0.692
14478	+	0.709
14479	+	0.694
14480	+	0.68
14481	+	0.659
14482	+	0.673
14483	+	0.696
14484	+	0.7105
14485	+	0.7025
14486	+	0.699
14487	+	0.665
14488	+	0.63
14489	+	0.603
14490	+	0.58
14491	+	0.5475
14492	+	0.516
14493	+	0.4855
14494	+	0.4825
14495	+	0.503
14496	+	0.5105
14497	+	0.5195
14498	+	0.518
14499	+	0.506
14500	+	0.492
14501	+	0.4935
14502	+	0.4625
14503	+	0.462
14504	+	0.46
14505	+	0.468
14506	+	0.447
14507	+	0.4865
14508	+	0.5275
14509	+	0.568
14510	+	0.5995
14511	+	0.621
14512	+	0.638
14513	+	0.656
14514	+	0.618
14515	+	0.587
14516	+	0.544
14517	+	0.5065
14518	+	0.469
14519	+	0.4985
14520	+	0.534
14521	+	0.556
14522	+	0.576
14523	+	0.547
14524	+	0.5135
14525	+	0.5065
14526	+	0.5305
14527	+	0.526
14528	+	0.527
14529	+	0.4885
14530	+	0.452
14531	+	0.4255
14532	+	0.4005
14533	+	0.3795
14534	+	0.3835
14535	+	0.411
14536	+	0.4395
14537	+	0.4715
14538	+	0.511
14539	+	0.498
14540	+	0.4805
14541	+	0.4745
14542	+	0.4725
14543	+	0.4755
14544	+	0.5175
14545	+	0.523
14546	+	0.523
14547	+	0.5245
14548	+	0.5015
14549	+	0.511
14550	+	0.5255
14551	+	0.54
14552	+	0.5395
14553	+	0.5355
14554	+	0.5335
14555	+	0.506
14556	+	0.503
14557	+	0.4875
14558	+	0.458
14559	+	0.4625
14560	+	0.4725
14561	+	0.4965
14562	+	0.508
14563	+	0.533
14564	+	0.5135
14565	+	0.5105
14566	+	0.485
14567	+	0.481
14568	+	0.4935
14569	+	0.513
14570	+	0.513
14571	+	0.5385
14572	+	0.582
14573	+	0.6255
14574	+	0.664
14575	+	0.701
14576	+	0.716
14577	+	0.7345
14578	+	0.761
14579	+	0.7405
14580	+	0.7165
14581	+	0.6745
14582	+	0.6475
14583	+	0.6505
14584	+	0.6635
14585	+	0.6615
14586	+	0.6895
14587	+	0.701
14588	+	0.7115
14589	+	0.723
14590	+	0.7455
14591	+	0.7
14592	+	0.653
14593	+	0.606
14594	+	0.5605
14595	+	0.515
14596	+	0.5195
14597	+	0.526
14598	+	0.527
14599	+	0.5515
14600	+	0.549
14601	+	0.5465
14602	+	0.559
14603	+	0.5645
14604	+	0.57
14605	+	0.579
14606	+	0.5815
14607	+	0.5345
14608	+	0.4885
14609	+	0.4415
14610	+	0.41
14611	+	0.43
14612	+	0.475
14613	+	0.522
14614	+	0.569
14615	+	0.617
14616	+	0.616
14617	+	0.613
14618	+	0.5875
14619	+	0.5945
14620	+	0.626
14621	+	0.6545
14622	+	0.643
14623	+	0.599
14624	+	0.555
14625	+	0.5135
14626	+	0.4745
14627	+	0.4755
14628	+	0.477
14629	+	0.4755
14630	+	0.465
14631	+	0.447
14632	+	0.4035
14633	+	0.367
14634	+	0.3575
14635	+	0.347
14636	+	0.327
14637	+	0.3145
14638	+	0.3335
14639	+	0.33
14640	+	0.3045
14641	+	0.2825
14642	+	0.283
14643	+	0.2875
14644	+	0.286
14645	+	0.2875
14646	+	0.3165
14647	+	0.3525
14648	+	0.3805
14649	+	0.408
14650	+	0.405
14651	+	0.4005
14652	+	0.42
14653	+	0.431
14654	+	0.4185
14655	+	0.4045
14656	+	0.4015
14657	+	0.411
14658	+	0.3945
14659	+	0.3875
14660	+	0.4025
14661	+	0.3965
14662	+	0.3885
14663	+	0.3835
14664	+	0.3875
14665	+	0.385
14666	+	0.3775
14667	+	0.366
14668	+	0.3385
14669	+	0.3425
14670	+	0.377
14671	+	0.4075
14672	+	0.4165
14673	+	0.435
14674	+	0.424
14675	+	0.4395
14676	+	0.429
14677	+	0.403
14678	+	0.3915
14679	+	0.3845
14680	+	0.3695
14681	+	0.367
14682	+	0.4095
14683	+	0.425
14684	+	0.4645
14685	+	0.4875
14686	+	0.494
14687	+	0.501
14688	+	0.532
14689	+	0.507
14690	+	0.5015
14691	+	0.4955
14692	+	0.4655
14693	+	0.4415
14694	+	0.445
14695	+	0.4225
14696	+	0.4285
14697	+	0.432
14698	+	0.4395
14699	+	0.4695
14700	+	0.5075
14701	+	0.539
14702	+	0.523
14703	+	0.534
14704	+	0.519
14705	+	0.5135
14706	+	0.502
14707	+	0.49
14708	+	0.4735
14709	+	0.4825
14710	+	0.49
14711	+	0.508
14712	+	0.516
14713	+	0.5395
14714	+	0.563
14715	+	0.596
14716	+	0.6235
14717	+	0.646
14718	+	0.6755
14719	+	0.676
14720	+	0.6435
14721	+	0.6215
14722	+	0.6
14723	+	0.6125
14724	+	0.626
14725	+	0.6455
14726	+	0.665
14727	+	0.658
14728	+	0.6505
14729	+	0.6455
14730	+	0.6155
14731	+	0.5795
14732	+	0.57
14733	+	0.529
14734	+	0.521
14735	+	0.5055
14736	+	0.491
14737	+	0.4815
14738	+	0.4355
14739	+	0.391
14740	+	0.3795
14741	+	0.405
14742	+	0.4345
14743	+	0.431
14744	+	0.4245
14745	+	0.4175
14746	+	0.412
14747	+	0.4325
14748	+	0.441
14749	+	0.479
14750	+	0.516
14751	+	0.516
14752	+	0.528
14753	+	0.5355
14754	+	0.5445
14755	+	0.5505
14756	+	0.5615
14757	+	0.57
14758	+	0.6105
14759	+	0.6495
14760	+	0.6885
14761	+	0.6545
14762	+	0.621
14763	+	0.5985
14764	+	0.5795
14765	+	0.594
14766	+	0.6075
14767	+	0.605
14768	+	0.62
14769	+	0.6055
14770	+	0.596
14771	+	0.6375
14772	+	0.6645
14773	+	0.6965
14774	+	0.694
14775	+	0.701
14776	+	0.7025
14777	+	0.7015
14778	+	0.6975
14779	+	0.6935
14780	+	0.6895
