start	strand	offtarget_rate	offtargets
12407	+	0.193548387096774	SARS,huCoV_OC43,parainfluenza_2,adenovirus,p_jirovecii,c_albicans
12408	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
12409	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
12410	+	0.193548387096774	SARS,huCoV_OC43,parainfluenza_2,adenovirus,p_jirovecii,c_albicans
12411	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
12412	+	0.225806451612903	SARS,huCoV_OC43,huCoV_HKU1,parainfluenza_4,adenovirus,p_jirovecii,c_albicans
12413	+	0.193548387096774	SARS,huCoV_OC43,parainfluenza_4,adenovirus,p_jirovecii,c_albicans
12414	+	0.258064516129032	SARS,huCoV_OC43,parainfluenza_2,parainfluenza_3,parainfluenza_4,adenovirus,p_jirovecii,c_albicans
12415	+	0.193548387096774	SARS,parainfluenza_3,parainfluenza_4,adenovirus,p_jirovecii,c_albicans
12416	+	0.193548387096774	SARS,huCoV_NL63,parainfluenza_3,adenovirus,p_jirovecii,c_albicans
12417	+	0.225806451612903	SARS,huCoV_NL63,parainfluenza_3,parainfluenza_4,adenovirus,p_jirovecii,c_albicans
12418	+	0.193548387096774	SARS,huCoV_NL63,parainfluenza_3,adenovirus,p_jirovecii,c_albicans
12419	+	0.161290322580645	SARS,parainfluenza_3,adenovirus,p_jirovecii,c_albicans
12420	+	0.161290322580645	SARS,parainfluenza_3,adenovirus,p_jirovecii,c_albicans
12421	+	0.129032258064516	parainfluenza_3,adenovirus,p_jirovecii,c_albicans
12422	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
12423	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
12424	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12425	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
12426	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
12427	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12428	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12429	+	0.0967741935483871	SARS,adenovirus,c_albicans
12430	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12431	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12432	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12433	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12434	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12435	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12436	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12437	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12438	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12439	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12440	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12441	+	0.129032258064516	parainfluenza_3,adenovirus,p_jirovecii,c_albicans
12442	+	0.129032258064516	parainfluenza_3,adenovirus,p_jirovecii,c_albicans
12443	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12444	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12445	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12446	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12447	+	0.129032258064516	influenza_B,adenovirus,p_jirovecii,c_albicans
12448	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12449	+	0.193548387096774	SARS,hMPV,influenza_B,adenovirus,p_jirovecii,c_albicans
12450	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
12451	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
12452	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12453	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12454	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12455	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12456	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12457	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12458	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12459	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12460	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12461	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12462	+	0.0967741935483871	SARS,adenovirus,c_albicans
12463	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12464	+	0.0967741935483871	SARS,adenovirus,c_albicans
12465	+	0.0967741935483871	SARS,adenovirus,c_albicans
12466	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12467	+	0.0967741935483871	SARS,adenovirus,c_albicans
12468	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12469	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
12470	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12471	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12472	+	0.161290322580645	huCoV_OC43,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
12473	+	0.129032258064516	resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
12474	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12475	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12476	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12477	+	0.0645161290322581	adenovirus,c_albicans
12478	+	0.129032258064516	parainfluenza_2,adenovirus,p_jirovecii,c_albicans
12479	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12480	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12481	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12482	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12483	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12484	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12485	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12486	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12487	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12488	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12489	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12490	+	0.129032258064516	parainfluenza_3,adenovirus,p_jirovecii,c_albicans
12491	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12492	+	0.129032258064516	parainfluenza_4,adenovirus,p_jirovecii,c_albicans
12493	+	0.161290322580645	parainfluenza_4,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
12494	+	0.129032258064516	parainfluenza_4,adenovirus,p_jirovecii,c_albicans
12495	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12496	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12497	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12498	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12499	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12500	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12501	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12502	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12503	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12504	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12505	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12506	+	0.161290322580645	SARS,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
12507	+	0.129032258064516	resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
12508	+	0.161290322580645	huCoV_HKU1,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
12509	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12510	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12511	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12512	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12513	+	0.161290322580645	SARS,influenza_A,adenovirus,p_jirovecii,c_albicans
12514	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12515	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
12516	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
12517	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
12518	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
12519	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
12520	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12521	+	0.161290322580645	SARS,parainfluenza_4,adenovirus,p_jirovecii,c_albicans
12522	+	0.161290322580645	SARS,parainfluenza_4,adenovirus,p_jirovecii,c_albicans
12523	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12524	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12525	+	0.0967741935483871	adenovirus,p_jirovecii,c_albicans
12526	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12527	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12528	+	0.161290322580645	SARS,parainfluenza_3,adenovirus,p_jirovecii,c_albicans
12529	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12530	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12531	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12532	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12533	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12534	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12535	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12536	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12537	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12538	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12539	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12540	+	0.225806451612903	huCoV_229E,SARS,adenovirus,s_pneumoniae,p_jirovecii,c_albicans,s_salivarius
12541	+	0.193548387096774	huCoV_229E,SARS,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
12542	+	0.193548387096774	huCoV_229E,SARS,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
12543	+	0.129032258064516	SARS,resp_syncytial_A,adenovirus,c_albicans
12544	+	0.129032258064516	SARS,resp_syncytial_A,adenovirus,c_albicans
12545	+	0.129032258064516	SARS,resp_syncytial_A,adenovirus,c_albicans
12546	+	0.161290322580645	SARS,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
12547	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12548	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12549	+	0.161290322580645	SARS,parainfluenza_4,adenovirus,p_jirovecii,c_albicans
12550	+	0.161290322580645	SARS,parainfluenza_4,adenovirus,p_jirovecii,c_albicans
12551	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12552	+	0.161290322580645	SARS,adenovirus,s_pneumoniae,p_jirovecii,c_albicans
12553	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12554	+	0.161290322580645	SARS,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
12555	+	0.161290322580645	SARS,rhinovirus,adenovirus,p_jirovecii,c_albicans
12556	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12557	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12558	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12559	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12560	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12561	+	0.193548387096774	SARS,huCoV_NL63,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
12562	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12563	+	0.161290322580645	huCoV_229E,SARS,adenovirus,p_jirovecii,c_albicans
12564	+	0.193548387096774	huCoV_229E,SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
12565	+	0.225806451612903	huCoV_229E,SARS,huCoV_OC43,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
12566	+	0.225806451612903	huCoV_229E,SARS,huCoV_OC43,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
12567	+	0.193548387096774	huCoV_229E,SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
12568	+	0.161290322580645	SARS,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
12569	+	0.161290322580645	SARS,parainfluenza_4,adenovirus,p_jirovecii,c_albicans
12570	+	0.161290322580645	SARS,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
12571	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12572	+	0.161290322580645	SARS,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
12573	+	0.161290322580645	SARS,parainfluenza_3,adenovirus,p_jirovecii,c_albicans
12574	+	0.161290322580645	SARS,parainfluenza_3,adenovirus,p_jirovecii,c_albicans
12575	+	0.161290322580645	SARS,parainfluenza_3,adenovirus,p_jirovecii,c_albicans
12576	+	0.161290322580645	SARS,parainfluenza_3,adenovirus,p_jirovecii,c_albicans
12577	+	0.161290322580645	SARS,parainfluenza_3,adenovirus,p_jirovecii,c_albicans
12578	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12579	+	0.193548387096774	SARS,MERS,parainfluenza_1,adenovirus,p_jirovecii,c_albicans
12580	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
12581	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12582	+	0.161290322580645	SARS,adenovirus,m_pneumoniae,p_jirovecii,c_albicans
12583	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
12584	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12585	+	0.161290322580645	SARS,adenovirus,l_pneumophila,p_jirovecii,c_albicans
12586	+	0.161290322580645	SARS,adenovirus,l_pneumophila,p_jirovecii,c_albicans
12587	+	0.161290322580645	SARS,adenovirus,l_pneumophila,p_jirovecii,c_albicans
12588	+	0.161290322580645	huCoV_229E,SARS,adenovirus,p_jirovecii,c_albicans
12589	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12590	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12591	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12592	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12593	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12594	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12595	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12596	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12597	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12598	+	0.161290322580645	SARS,parainfluenza_2,adenovirus,p_jirovecii,c_albicans
12599	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12600	+	0.161290322580645	SARS,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
12601	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12602	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12603	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12604	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12605	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12606	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12607	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
12608	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
12609	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
12610	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
12611	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12612	+	0.161290322580645	SARS,adenovirus,b_pertussis,p_jirovecii,c_albicans
12613	+	0.161290322580645	SARS,adenovirus,b_pertussis,p_jirovecii,c_albicans
12614	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12615	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12616	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12617	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12618	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12619	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12620	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12621	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12622	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12623	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12624	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
12625	+	0.193548387096774	SARS,huCoV_NL63,MERS,adenovirus,p_jirovecii,c_albicans
12626	+	0.193548387096774	SARS,huCoV_NL63,MERS,adenovirus,p_jirovecii,c_albicans
12627	+	0.193548387096774	SARS,huCoV_NL63,MERS,adenovirus,p_jirovecii,c_albicans
12628	+	0.193548387096774	SARS,huCoV_NL63,MERS,adenovirus,p_jirovecii,c_albicans
12629	+	0.193548387096774	SARS,huCoV_NL63,MERS,adenovirus,p_jirovecii,c_albicans
12630	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
12631	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12632	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12633	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12634	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12635	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12636	+	0.0645161290322581	SARS,p_jirovecii
12637	+	0.0645161290322581	SARS,p_jirovecii
12638	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
12639	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
12640	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
12641	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12642	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12643	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12644	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12645	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12646	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12647	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12648	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12649	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12650	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
12651	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
12652	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12653	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12654	+	0.161290322580645	SARS,influenza_A,adenovirus,p_jirovecii,c_albicans
12655	+	0.193548387096774	SARS,huCoV_HKU1,influenza_A,adenovirus,p_jirovecii,c_albicans
12656	+	0.161290322580645	SARS,influenza_A,adenovirus,p_jirovecii,c_albicans
12657	+	0.129032258064516	SARS,influenza_A,adenovirus,c_albicans
12658	+	0.161290322580645	SARS,influenza_A,adenovirus,p_jirovecii,c_albicans
12659	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12660	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12661	+	0.129032258064516	huCoV_OC43,adenovirus,p_jirovecii,c_albicans
12662	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12663	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12664	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12665	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12666	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12667	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12668	+	0.161290322580645	SARS,hMPV,adenovirus,p_jirovecii,c_albicans
12669	+	0.161290322580645	SARS,hMPV,adenovirus,p_jirovecii,c_albicans
12670	+	0.225806451612903	huCoV_229E,SARS,hMPV,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
12671	+	0.161290322580645	SARS,hMPV,adenovirus,p_jirovecii,c_albicans
12672	+	0.193548387096774	SARS,hMPV,adenovirus,p_jirovecii,c_albicans,s_epidermidis
12673	+	0.193548387096774	huCoV_229E,SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
12674	+	0.225806451612903	huCoV_229E,SARS,huCoV_NL63,MERS,adenovirus,p_jirovecii,c_albicans
12675	+	0.225806451612903	huCoV_229E,SARS,MERS,resp_syncytial_A,adenovirus,p_jirovecii,c_albicans
12676	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12677	+	0.193548387096774	huCoV_229E,SARS,MERS,adenovirus,p_jirovecii,c_albicans
12678	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12679	+	0.161290322580645	SARS,hMPV,adenovirus,p_jirovecii,c_albicans
12680	+	0.161290322580645	SARS,hMPV,adenovirus,p_jirovecii,c_albicans
12681	+	0.161290322580645	SARS,hMPV,adenovirus,p_jirovecii,c_albicans
12682	+	0.161290322580645	SARS,hMPV,adenovirus,p_jirovecii,c_albicans
12683	+	0.129032258064516	SARS,huCoV_HKU1,hMPV,p_jirovecii
12684	+	0.161290322580645	SARS,huCoV_HKU1,adenovirus,p_jirovecii,c_albicans
12685	+	0.0967741935483871	SARS,adenovirus,c_albicans
12686	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12687	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
12688	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
12689	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12690	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12691	+	0.0967741935483871	SARS,adenovirus,c_albicans
12692	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12693	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12694	+	0.0645161290322581	SARS,p_jirovecii
12695	+	0.032258064516129	SARS
12696	+	0.032258064516129	SARS
12697	+	0.0645161290322581	SARS,p_jirovecii
12698	+	0.0967741935483871	SARS,adenovirus,c_albicans
12699	+	0.0967741935483871	SARS,adenovirus,c_albicans
12700	+	0.0967741935483871	SARS,adenovirus,c_albicans
12701	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12702	+	0.0967741935483871	SARS,adenovirus,c_albicans
12703	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12704	+	0.032258064516129	SARS
12705	+	0.032258064516129	SARS
12706	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12707	+	0.0967741935483871	SARS,adenovirus,c_albicans
12708	+	0.0967741935483871	SARS,adenovirus,c_albicans
12709	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12710	+	0.0645161290322581	SARS,p_jirovecii
12711	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12712	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12713	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12714	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12715	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12716	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12717	+	0.161290322580645	SARS,huCoV_NL63,huCoV_HKU1,adenovirus,c_albicans
12718	+	0.193548387096774	SARS,huCoV_NL63,huCoV_OC43,huCoV_HKU1,adenovirus,c_albicans
12719	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12720	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12721	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
12722	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
12723	+	0.161290322580645	SARS,huCoV_OC43,adenovirus,p_jirovecii,c_albicans
12724	+	0.0967741935483871	SARS,adenovirus,c_albicans
12725	+	0.0967741935483871	SARS,adenovirus,c_albicans
12726	+	0.0967741935483871	SARS,adenovirus,c_albicans
12727	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12728	+	0.0967741935483871	SARS,adenovirus,c_albicans
12729	+	0.0967741935483871	SARS,adenovirus,c_albicans
12730	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
12731	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
12732	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
12733	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
12734	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
12735	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
12736	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12737	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12738	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12739	+	0.161290322580645	SARS,huCoV_NL63,adenovirus,p_jirovecii,c_albicans
12740	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12741	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12742	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12743	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12744	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12745	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12746	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12747	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
12748	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
12749	+	0.161290322580645	SARS,MERS,adenovirus,p_jirovecii,c_albicans
12750	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12751	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12752	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12753	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12754	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12755	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
12756	+	0.129032258064516	SARS,adenovirus,p_jirovecii,c_albicans
